Date,SPY,TLT,GLD,HYG,USD_TRY
2018-11-02,461.23,82.82,165.21,159.1,6.8396
2018-11-05,448.86,83.09,167.02,156.88,6.8767
2018-11-06,451.63,82.63,163.06,154.69,6.9405
2018-11-07,450.15,82.9,162.68,153.83,6.9429
2018-11-08,442.68,82.34,159.8,154.83,6.949
2018-11-09,438.5,82.78,157.08,155.85,7.0774
2018-11-12,434.4,82.64,160.04,155.66,7.1985
2018-11-13,437.58,82.82,160.39,154.21,7.0315
2018-11-14,440.55,83.03,162.69,155.54,7.0712
2018-11-15,448.36,82.44,162.35,155.16,7.1104
2018-11-16,451.84,82.02,163.22,154.14,7.1906
2018-11-19,445.15,81.9,162.58,153.72,7.0187
2018-11-20,438.27,82.23,161.78,153.45,6.8863
2018-11-21,444.1,82.95,161.7,155.47,6.8568
2018-11-22,452.24,82.9,161.92,155.48,6.87
2018-11-23,451.2,82.36,164.32,154.89,6.7818
2018-11-26,454.25,82.54,164.05,154.4,6.8763
2018-11-27,446.74,82.51,164.67,152.64,6.9635
2018-11-28,437.17,83.09,164.3,154.1,7.0205
2018-11-29,431.56,84.03,164.56,153.02,7.0932
2018-11-30,429.99,85.57,162.57,153.19,6.9992
2018-12-03,427.62,84.24,164.28,152.09,6.9894
2018-12-04,426.68,83.86,163.51,151.22,6.8012
2018-12-05,424.48,83.79,163.61,148.8,6.8825
2018-12-06,427.93,84.4,163.31,148.92,6.9786
2018-12-07,435.09,84.92,164.87,151.45,7.0136
2018-12-10,435.44,84.96,165.72,153.54,6.9329
2018-12-11,445.75,85.56,165.77,154.06,6.9378
2018-12-12,442.73,85.11,166.08,155.74,7.0192
2018-12-13,440.28,84.81,166.65,154.87,6.9197
2018-12-14,442.4,85.04,167.88,153.58,6.9403
2018-12-17,440.79,84.18,168.72,154.97,7.0017
2018-12-18,446.89,85.42,170.81,154.23,6.9411
2018-12-19,443.83,84.78,173.48,156.76,6.8977
2018-12-20,450.72,83.87,174.52,158.46,6.9982
2018-12-21,451.89,84.11,172.39,157.14,7.0644
2018-12-24,465.42,82.61,175.3,156.75,7.1875
2018-12-25,463.16,82.27,178.93,156.37,7.214
2018-12-26,462.28,82.13,178.35,157.31,7.1357
2018-12-27,463.22,83.11,177.69,156.9,7.1355
2018-12-28,452.09,85.52,174.3,156.9,7.0873
2018-12-31,455.37,85.65,175.62,155.16,7.0702
2019-01-01,458.04,84.61,173.99,157.1,7.1153
2019-01-02,458.79,84.81,177.06,158.18,7.2481
2019-01-03,451.0,85.33,173.0,158.31,7.2671
2019-01-04,443.34,84.59,173.15,156.45,7.4352
2019-01-07,446.47,84.86,174.29,156.68,7.3268
2019-01-08,452.64,86.12,173.67,160.29,7.3167
2019-01-09,461.08,86.51,172.4,160.83,7.3258
2019-01-10,456.61,85.87,172.84,162.38,7.1512
2019-01-11,451.48,85.42,172.02,159.8,7.022
2019-01-14,450.27,84.11,171.49,159.48,7.0008
2019-01-15,440.47,83.76,171.46,159.23,7.0168
2019-01-16,437.71,83.3,170.6,160.58,7.0595
2019-01-17,442.13,84.39,170.26,159.43,7.073
2019-01-18,450.58,83.17,171.57,160.49,7.0547
2019-01-21,452.19,81.94,170.97,161.85,6.9484
2019-01-22,460.87,82.08,171.27,162.0,6.959
2019-01-23,463.2,82.53,170.09,161.82,7.0993
2019-01-24,464.39,82.1,171.59,162.41,7.1438
2019-01-25,463.67,82.25,169.55,161.18,7.0927
2019-01-28,464.84,82.76,171.13,159.26,7.1115
2019-01-29,463.69,83.33,166.33,157.24,7.1548
2019-01-30,463.13,83.61,164.94,157.45,7.2693
2019-01-31,459.85,84.03,162.51,157.11,7.2301
2019-02-01,461.38,82.81,164.11,156.95,7.2807
2019-02-04,461.64,83.43,164.56,156.28,7.3369
2019-02-05,454.14,83.53,162.57,156.15,7.3186
2019-02-06,453.08,82.88,161.72,158.35,7.318
2019-02-07,448.89,82.57,163.81,157.96,7.2897
2019-02-08,438.76,82.34,163.73,156.86,7.3032
2019-02-11,441.35,81.91,164.62,155.39,7.334
2019-02-12,449.39,81.78,162.3,154.24,7.2375
2019-02-13,461.82,81.47,160.02,154.86,7.2331
2019-02-14,470.26,80.36,160.9,154.57,7.3725
2019-02-15,465.82,81.99,164.45,154.07,7.3798
2019-02-18,472.26,82.28,163.61,153.79,7.2267
2019-02-19,478.48,84.0,164.53,152.09,7.36
2019-02-20,468.0,83.78,163.07,151.01,7.3481
2019-02-21,472.79,85.05,165.0,150.5,7.3712
2019-02-22,476.35,84.94,164.29,149.98,7.426
2019-02-25,477.42,86.19,163.61,150.22,7.3995
2019-02-26,479.17,86.93,160.7,151.17,7.3192
2019-02-27,479.68,87.55,160.06,150.36,7.2645
2019-02-28,488.83,87.39,160.33,150.66,7.2958
2019-03-01,486.8,87.57,162.42,151.03,7.3031
2019-03-04,485.89,88.67,160.62,150.29,7.2868
2019-03-05,486.13,87.01,162.1,150.85,7.4819
2019-03-06,487.84,86.45,161.56,151.9,7.5127
2019-03-07,478.38,85.44,161.1,150.0,7.6078
2019-03-08,486.16,84.7,159.64,150.41,7.8102
2019-03-11,487.6,85.19,157.08,150.82,7.8325
2019-03-12,490.95,85.85,155.26,151.12,7.8053
2019-03-13,492.25,85.69,157.64,149.34,7.7915
2019-03-14,491.4,86.6,155.84,150.42,7.8128
2019-03-15,489.62,86.0,155.17,150.21,7.991
2019-03-18,490.35,85.52,156.77,149.24,8.1032
2019-03-19,491.39,85.62,153.63,147.43,8.0943
2019-03-20,498.07,85.95,154.24,147.84,8.0511
2019-03-21,500.22,85.84,153.45,147.6,8.1342
2019-03-22,499.67,84.98,153.68,146.03,8.3222
2019-03-25,511.25,85.44,154.89,147.79,8.2765
2019-03-26,504.09,86.82,154.62,146.37,8.4465
2019-03-27,496.68,86.52,154.29,147.06,8.4912
2019-03-28,498.88,86.54,155.3,145.95,8.5055
2019-03-29,497.88,85.65,156.19,145.7,8.4937
2019-04-01,488.15,85.65,155.09,146.39,8.4394
2019-04-02,486.62,84.92,154.77,146.08,8.4062
2019-04-03,482.91,85.06,152.77,146.65,8.5438
2019-04-04,489.34,86.31,154.59,146.66,8.4161
2019-04-05,486.09,86.74,152.79,148.33,8.386
2019-04-08,492.11,86.16,153.01,149.15,8.3946
2019-04-09,494.88,86.82,155.51,149.72,8.2944
2019-04-10,493.92,85.42,156.65,148.93,8.2594
2019-04-11,494.24,86.4,156.18,148.49,8.1342
2019-04-12,496.84,86.65,155.07,148.76,8.2064
2019-04-15,484.2,85.79,154.11,150.72,8.2808
2019-04-16,486.19,85.53,155.42,152.48,8.1582
2019-04-17,484.3,84.81,155.89,152.74,8.3064
2019-04-18,494.47,86.42,155.85,154.15,8.2186
2019-04-19,490.8,86.88,159.71,154.39,8.0453
2019-04-22,497.4,86.06,158.43,154.73,7.8875
2019-04-23,483.61,85.52,157.68,154.88,7.9389
2019-04-24,488.29,85.65,157.1,154.61,7.7291
2019-04-25,490.02,85.19,157.4,155.29,7.7274
2019-04-26,488.84,85.38,157.84,159.05,7.7563
2019-04-29,488.36,85.68,157.42,158.81,7.8542
2019-04-30,487.12,84.52,158.5,160.29,7.8299
2019-05-01,489.65,85.0,159.3,161.47,7.9454
2019-05-02,489.1,86.35,158.82,161.63,7.9136
2019-05-03,479.48,86.61,155.16,162.68,8.0066
2019-05-06,478.66,87.11,156.3,162.25,7.9209
2019-05-07,491.14,86.69,154.87,162.53,7.9556
2019-05-08,491.59,86.28,153.88,164.44,7.9324
2019-05-09,493.41,86.52,153.63,166.53,7.9557
2019-05-10,491.16,85.8,151.8,166.62,8.1736
2019-05-13,492.33,84.51,150.59,166.52,8.1802
2019-05-14,493.52,85.17,150.62,164.97,8.1918
2019-05-15,492.25,84.65,150.05,166.02,8.2115
2019-05-16,497.29,84.82,150.42,165.43,8.2509
2019-05-17,492.31,84.91,149.12,164.47,8.0449
2019-05-20,491.78,85.23,148.7,164.84,8.1229
2019-05-21,494.8,85.71,147.13,164.89,8.0
2019-05-22,493.5,86.13,146.64,163.19,7.8176
2019-05-23,486.89,85.89,146.94,164.73,7.8337
2019-05-24,490.18,86.55,146.5,162.72,7.7256
2019-05-27,484.94,86.25,144.44,160.77,7.7531
2019-05-28,482.68,86.54,144.09,161.97,7.8617
2019-05-29,478.36,86.03,144.19,161.64,7.8696
2019-05-30,477.95,86.09,145.65,159.58,7.782
2019-05-31,475.82,85.4,145.5,160.85,7.7973
2019-06-03,473.45,86.52,144.85,161.95,7.995
2019-06-04,477.31,86.79,143.17,161.73,8.0073
2019-06-05,487.14,86.19,145.8,161.64,8.1839
2019-06-06,485.36,84.75,144.41,161.87,8.3342
2019-06-07,488.44,84.17,142.79,162.88,8.2232
2019-06-10,486.67,85.2,142.5,162.72,8.318
2019-06-11,487.41,84.68,139.98,161.36,8.1941
2019-06-12,493.88,85.46,141.33,161.24,8.2554
2019-06-13,494.35,85.28,141.49,160.61,8.3173
2019-06-14,490.0,85.01,142.06,158.64,8.3055
2019-06-17,486.15,84.16,140.67,158.04,8.1568
2019-06-18,482.96,84.38,139.92,156.77,8.1272
2019-06-19,483.07,85.19,140.98,156.89,8.1011
2019-06-20,487.99,85.81,142.12,158.3,8.153
2019-06-21,480.72,86.22,145.9,158.88,8.1521
2019-06-24,475.29,85.37,147.35,162.31,8.2078
2019-06-25,470.52,85.43,144.67,162.85,8.1825
2019-06-26,461.46,84.5,144.72,163.03,8.0318
2019-06-27,468.64,83.81,144.17,161.92,8.0336
2019-06-28,468.63,84.08,145.6,162.98,8.1742
2019-07-01,479.03,83.23,145.42,163.42,8.0959
2019-07-02,471.54,83.58,146.03,161.41,8.002
2019-07-03,478.7,83.31,145.54,160.62,7.8242
2019-07-04,475.1,84.42,146.32,161.42,8.0046
2019-07-05,473.09,84.26,148.3,160.87,7.9085
2019-07-08,468.01,84.62,147.39,161.38,8.0145
2019-07-09,463.18,85.38,144.53,161.66,8.0347
2019-07-10,456.46,85.81,143.08,164.22,8.0273
2019-07-11,457.76,86.28,145.16,162.39,8.0395
2019-07-12,451.17,84.84,145.41,162.2,8.2256
2019-07-15,450.11,85.51,144.96,160.58,8.4005
2019-07-16,450.24,84.17,143.6,159.52,8.4577
2019-07-17,453.84,83.58,144.99,161.92,8.42
2019-07-18,454.54,81.63,145.34,163.09,8.5742
2019-07-19,456.38,81.31,145.14,163.86,8.6514
2019-07-22,459.23,80.74,144.35,163.82,8.6691
2019-07-23,459.32,80.5,144.1,163.9,8.7288
2019-07-24,461.4,79.7,143.62,166.49,8.656
2019-07-25,456.48,79.52,144.35,165.22,8.7389
2019-07-26,452.67,78.91,146.06,166.89,8.717
2019-07-29,462.69,78.71,143.34,168.34,8.6991
2019-07-30,462.82,79.26,141.34,167.23,8.5857
2019-07-31,459.29,77.6,141.17,167.57,8.6023
2019-08-01,466.71,77.5,141.23,166.73,8.6522
2019-08-02,466.07,77.32,139.14,166.84,8.5072
2019-08-05,462.85,76.14,138.28,168.02,8.5456
2019-08-06,455.49,75.77,137.71,168.46,8.5971
2019-08-07,459.71,76.73,137.09,170.11,8.7386
2019-08-08,454.27,76.93,136.45,171.16,8.8646
2019-08-09,451.68,76.46,136.3,168.34,8.8088
2019-08-12,455.17,76.93,137.4,169.45,8.9453
2019-08-13,456.3,77.13,138.32,167.88,9.0069
2019-08-14,456.03,76.14,139.05,164.24,8.9907
2019-08-15,455.11,75.82,139.37,163.88,8.915
2019-08-16,461.24,75.73,138.39,163.27,9.018
2019-08-19,473.24,75.68,137.71,165.93,9.1143
2019-08-20,470.49,75.86,138.58,167.31,9.0711
2019-08-21,473.73,75.81,138.68,168.47,9.1131
2019-08-22,484.39,75.79,139.69,168.62,9.0755
2019-08-23,490.55,75.35,140.0,169.86,8.9988
2019-08-26,486.94,75.04,140.04,169.09,8.9075
2019-08-27,484.76,74.61,140.58,170.62,8.9809
2019-08-28,481.67,74.92,138.5,170.1,9.0211
2019-08-29,476.9,74.78,138.25,169.98,9.0683
2019-08-30,473.73,74.32,137.45,170.43,9.1004
2019-09-02,475.32,74.79,138.51,169.59,9.1139
2019-09-03,472.36,76.46,137.59,173.54,9.2217
2019-09-04,477.26,76.31,137.85,173.91,9.0504
2019-09-05,478.12,77.18,137.24,173.45,9.1448
2019-09-06,476.16,76.75,137.81,172.3,9.028
2019-09-09,481.16,76.86,138.7,171.53,9.0127
2019-09-10,483.1,77.49,138.38,171.55,9.0315
2019-09-11,484.74,78.28,138.46,172.35,9.0402
2019-09-12,490.69,79.84,138.64,170.49,9.095
2019-09-13,494.08,79.46,139.6,169.96,9.0059
2019-09-16,493.67,79.51,139.12,172.42,9.1933
2019-09-17,499.14,80.52,139.11,172.91,9.3193
2019-09-18,501.1,81.51,138.49,173.02,9.3837
2019-09-19,518.15,80.86,137.18,172.59,9.4704
2019-09-20,524.86,80.85,137.35,172.38,9.4325
2019-09-23,531.98,81.62,137.84,172.65,9.2446
2019-09-24,540.04,82.58,136.72,174.58,9.083
2019-09-25,540.74,81.85,138.71,176.47,9.1404
2019-09-26,549.07,82.13,137.66,175.83,8.8663
2019-09-27,549.43,80.43,138.57,174.74,9.0374
2019-09-30,544.49,81.21,138.99,175.49,9.0892
2019-10-01,541.24,82.58,136.7,174.81,8.9935
2019-10-02,544.7,81.74,136.59,176.2,8.9407
2019-10-03,535.36,81.58,134.51,177.79,8.7778
2019-10-04,536.84,80.5,134.3,176.86,8.7707
2019-10-07,532.63,80.16,135.09,174.12,8.8156
2019-10-08,537.2,80.58,137.4,172.37,8.9481
2019-10-09,532.89,81.03,138.35,172.29,8.8182
2019-10-10,544.54,81.35,136.29,170.79,8.936
2019-10-11,549.52,80.29,135.77,171.24,8.9649
2019-10-14,541.88,79.66,137.63,171.55,8.961
2019-10-15,553.02,81.09,137.79,171.65,8.9696
2019-10-16,551.81,81.27,140.04,171.49,9.0141
2019-10-17,547.5,80.95,139.01,170.61,9.2188
2019-10-18,541.39,81.15,138.2,171.42,9.3886
2019-10-21,545.11,80.72,136.37,168.97,9.4866
2019-10-22,554.7,80.85,135.8,169.57,9.409
2019-10-23,551.3,80.27,137.35,172.59,9.3894
2019-10-24,545.31,79.77,136.07,174.33,9.4956
2019-10-25,538.52,78.61,137.07,174.38,9.5436
2019-10-28,547.96,79.93,137.59,174.05,9.4604
2019-10-29,558.66,80.48,138.54,174.6,9.675
2019-10-30,556.68,80.96,138.13,174.46,9.9592
2019-10-31,560.3,81.64,138.08,176.71,10.0289
2019-11-01,560.51,81.55,140.82,175.99,9.9936
2019-11-04,560.34,80.73,139.09,175.78,10.0012
2019-11-05,566.73,81.12,140.01,174.25,9.8881
2019-11-06,569.79,81.66,141.96,175.06,9.7568
2019-11-07,572.15,82.09,142.5,173.01,9.8029
2019-11-08,570.49,81.79,144.67,174.13,9.7826
2019-11-11,576.01,80.64,140.58,174.88,9.8977
2019-11-12,574.4,81.25,140.09,173.24,10.2533
2019-11-13,574.96,81.58,138.47,173.81,10.3195
2019-11-14,576.62,81.54,137.84,173.51,10.3287
2019-11-15,569.04,81.37,137.61,172.82,10.3587
2019-11-18,567.34,81.28,138.15,171.12,10.4233
2019-11-19,565.56,80.86,136.95,169.05,10.6177
2019-11-20,566.43,79.75,137.99,167.24,10.6526
2019-11-21,559.56,79.68,135.86,165.15,10.774
2019-11-22,552.3,79.36,137.01,165.22,10.6549
2019-11-25,562.78,79.61,136.59,163.98,10.5489
2019-11-26,570.44,79.39,134.22,166.66,10.5381
2019-11-27,576.45,79.61,131.88,167.15,10.6681
2019-11-28,588.73,78.72,129.56,168.64,10.5662
2019-11-29,591.78,79.06,128.25,167.79,10.7442
2019-12-02,591.4,80.63,128.28,169.82,10.6414
2019-12-03,594.88,80.56,129.79,169.28,10.6797
2019-12-04,582.57,81.05,130.65,170.59,10.69
2019-12-05,575.59,81.73,128.9,171.07,10.9089
2019-12-06,580.79,82.01,126.01,172.02,10.8022
2019-12-09,581.23,82.21,125.54,170.54,10.7074
2019-12-10,573.1,81.02,123.74,169.36,10.6886
2019-12-11,577.63,80.41,123.42,170.6,10.7983
2019-12-12,584.44,81.6,122.5,171.23,10.9039
2019-12-13,589.11,81.76,125.39,170.5,10.7622
2019-12-16,589.15,81.94,123.24,171.3,10.6772
2019-12-17,583.82,83.46,123.49,171.46,10.5326
2019-12-18,584.76,82.13,125.54,170.74,10.7658
2019-12-19,587.83,82.96,124.93,173.44,10.837
2019-12-20,585.68,83.48,123.87,170.49,10.9372
2019-12-23,589.93,81.97,125.72,170.15,10.6768
2019-12-24,592.28,81.5,123.09,171.31,10.722
2019-12-25,594.75,81.83,120.98,171.88,10.7081
2019-12-26,581.43,81.3,119.44,174.5,10.8486
2019-12-27,588.84,80.73,119.76,175.32,10.6586
2019-12-30,600.7,81.2,120.51,176.04,10.8575
2019-12-31,598.21,81.07,120.23,175.24,10.9657
2020-01-01,588.51,81.22,122.6,177.45,11.0681
2020-01-02,593.02,81.11,122.23,176.69,10.933
2020-01-03,590.13,81.22,122.1,176.27,11.2169
2020-01-06,583.93,81.46,121.61,175.84,11.2786
2020-01-07,592.28,83.19,122.91,176.74,11.3487
2020-01-08,583.29,83.52,122.8,176.0,11.3816
2020-01-09,588.29,82.98,122.23,175.96,11.3715
2020-01-10,580.26,83.29,124.08,175.31,11.4234
2020-01-13,590.19,83.5,125.5,173.05,11.4763
2020-01-14,593.9,86.16,126.6,172.2,11.6577
2020-01-15,592.4,85.03,124.98,174.94,11.7649
2020-01-16,593.64,85.59,123.62,174.46,11.6955
2020-01-17,597.81,85.82,123.24,174.73,11.7539
2020-01-20,603.7,87.08,122.85,178.22,11.9228
2020-01-21,609.63,86.25,122.26,177.21,11.8637
2020-01-22,613.67,85.26,121.92,178.21,11.8827
2020-01-23,610.6,85.56,122.6,179.9,12.0751
2020-01-24,615.46,86.25,121.34,178.65,12.1709
2020-01-27,606.61,86.62,121.56,180.81,12.1297
2020-01-28,613.8,87.15,121.03,182.09,12.2486
2020-01-29,620.16,87.12,120.41,180.5,12.4224
2020-01-30,630.29,87.96,120.02,180.64,12.5591
2020-01-31,626.34,88.08,120.81,179.03,12.62
2020-02-03,627.92,87.67,121.07,182.92,12.9404
2020-02-04,634.31,88.9,120.12,185.93,12.7624
2020-02-05,636.85,88.19,120.45,186.01,12.8468
2020-02-06,634.03,86.88,120.56,185.1,12.9785
2020-02-07,636.49,86.56,120.99,185.78,12.8709
2020-02-10,637.24,86.46,120.66,184.22,12.7851
2020-02-11,644.73,86.42,121.78,183.93,12.7076
2020-02-12,640.41,86.18,122.2,182.43,12.758
2020-02-13,643.13,86.5,120.85,182.12,12.771
2020-02-14,645.53,86.23,119.37,182.74,12.8799
2020-02-17,651.35,85.53,117.77,183.24,13.0997
2020-02-18,651.07,86.68,118.21,184.3,13.0323
2020-02-19,652.27,86.54,117.43,183.63,13.075
2020-02-20,652.01,87.45,117.03,184.91,13.1653
2020-02-21,642.43,87.6,116.95,183.23,12.8816
2020-02-24,632.66,88.02,118.33,181.91,12.87
2020-02-25,620.51,89.32,120.81,182.16,12.6294
2020-02-26,630.59,87.77,120.69,180.38,12.5256
2020-02-27,614.54,88.72,123.0,177.25,12.3985
2020-02-28,596.5,88.78,123.66,176.34,12.5729
2020-03-02,581.31,89.53,125.09,173.15,12.4927
2020-03-03,566.88,89.16,124.78,171.44,12.4059
2020-03-04,557.17,89.17,123.33,169.56,12.5255
2020-03-05,556.34,89.05,123.91,165.09,12.5127
2020-03-06,556.95,88.14,125.46,161.53,12.3179
2020-03-09,548.27,88.1,123.63,158.64,12.4882
2020-03-10,523.05,89.62,123.58,157.28,12.6432
2020-03-11,515.38,90.72,123.86,156.58,12.6013
2020-03-12,497.96,91.93,124.58,154.88,12.3621
2020-03-13,485.37,91.75,123.32,155.82,12.2653
2020-03-16,469.44,91.61,122.69,154.95,12.1355
2020-03-17,462.0,91.23,123.79,151.35,12.3732
2020-03-18,449.09,89.49,125.95,150.26,12.2716
2020-03-19,443.3,89.29,126.1,147.32,12.3888
2020-03-20,435.91,88.67,127.29,144.65,12.5778
2020-03-23,424.95,89.42,127.52,142.55,12.6279
2020-03-24,425.51,90.22,128.06,142.32,12.6814
2020-03-25,432.51,90.6,127.62,143.09,12.8812
2020-03-26,433.23,89.85,127.36,144.33,13.009
2020-03-27,440.33,89.36,126.69,145.96,12.777
2020-03-30,442.8,90.51,126.83,145.76,12.9403
2020-03-31,446.74,90.79,128.19,146.28,12.6074
2020-04-01,453.42,91.67,128.44,148.0,12.509
2020-04-02,462.97,91.3,129.26,147.19,12.6319
2020-04-03,468.38,92.14,128.5,148.74,12.3574
2020-04-06,471.36,91.87,129.4,149.99,12.5135
2020-04-07,477.93,91.46,125.6,150.0,12.8466
2020-04-08,472.28,91.71,123.93,151.82,12.8154
2020-04-09,483.84,91.09,123.55,152.72,12.5395
2020-04-10,479.29,90.12,121.45,153.98,12.788
2020-04-13,486.92,91.3,122.12,156.29,12.6409
2020-04-14,486.5,91.91,122.38,156.63,12.4489
2020-04-15,492.0,91.51,121.34,155.73,12.2772
2020-04-16,494.05,91.5,121.46,155.62,12.1926
2020-04-17,498.46,92.5,119.75,154.78,12.0882
2020-04-20,496.64,92.06,118.74,156.39,12.3619
2020-04-21,487.24,89.99,118.32,156.39,12.2159
2020-04-22,492.13,91.95,116.54,156.29,11.9632
2020-04-23,491.41,90.69,117.72,155.97,11.7287
2020-04-24,490.41,90.3,117.0,157.71,11.656
2020-04-27,488.98,88.46,118.15,158.49,11.8819
2020-04-28,502.75,86.65,118.01,159.85,11.6755
2020-04-29,502.07,86.92,118.37,160.56,11.6372
2020-04-30,506.58,85.86,117.37,160.09,11.7288
2020-05-01,502.56,86.38,117.04,159.41,11.6756
2020-05-04,513.97,86.26,116.59,161.29,11.6285
2020-05-05,513.38,86.13,116.87,161.36,11.5644
2020-05-06,501.03,86.64,118.42,162.61,11.6033
2020-05-07,519.33,87.18,117.81,161.64,11.4903
2020-05-08,515.52,88.31,117.64,161.69,11.6812
2020-05-11,525.88,87.17,118.06,161.42,11.4251
2020-05-12,532.96,86.57,119.05,160.79,11.5464
2020-05-13,539.62,87.13,118.94,161.89,11.6864
2020-05-14,540.9,87.77,118.53,163.36,11.6836
2020-05-15,544.77,87.33,117.9,163.46,11.6324
2020-05-18,555.14,86.33,117.92,166.48,11.7984
2020-05-19,555.98,86.34,118.22,166.86,11.6558
2020-05-20,560.32,83.93,117.47,165.26,11.6167
2020-05-21,569.03,82.62,117.15,166.32,11.4886
2020-05-22,572.36,83.5,118.02,165.12,11.5191
2020-05-25,572.38,82.5,118.01,165.05,11.3877
2020-05-26,584.7,84.11,117.4,165.79,11.294
2020-05-27,589.81,84.21,118.21,167.66,11.3796
2020-05-28,591.81,84.43,119.03,168.78,11.3707
2020-05-29,589.44,86.61,119.74,168.28,11.3989
2020-06-01,585.54,87.36,120.53,170.33,11.6156
2020-06-02,594.31,87.1,120.1,171.08,11.339
2020-06-03,603.59,86.65,120.35,173.17,11.2576
2020-06-04,591.69,86.13,120.74,175.32,11.2565
2020-06-05,590.34,84.47,120.9,175.77,11.4447
2020-06-08,599.63,84.77,118.93,175.25,11.2945
2020-06-09,619.21,84.8,118.93,176.61,11.2751
2020-06-10,637.44,84.25,119.35,177.14,11.345
2020-06-11,647.27,84.95,119.94,177.48,11.1963
2020-06-12,660.46,84.47,119.62,178.1,11.1337
2020-06-15,659.53,83.07,119.68,177.39,11.1315
2020-06-16,668.39,82.21,117.68,176.46,11.0589
2020-06-17,662.09,82.16,116.05,176.18,11.1337
2020-06-18,660.87,82.39,112.86,176.81,11.2514
2020-06-19,666.28,83.85,112.64,176.81,11.1954
2020-06-22,685.93,83.52,114.41,178.08,11.2842
2020-06-23,694.88,83.91,116.34,179.5,11.3453
2020-06-24,700.16,84.7,115.13,180.51,11.3453
2020-06-25,701.92,85.16,115.86,179.57,11.2462
2020-06-26,694.54,85.38,117.27,178.01,11.4675
2020-06-29,702.4,84.45,116.96,177.12,11.3185
2020-06-30,702.71,84.12,114.83,175.96,11.3535
2020-07-01,707.71,85.84,116.41,177.46,11.4697
2020-07-02,703.67,85.96,116.04,178.93,11.1288
2020-07-03,707.71,85.91,115.63,177.12,11.0414
2020-07-06,698.51,84.94,117.55,176.97,10.7952
2020-07-07,705.55,85.12,118.1,177.17,10.7698
2020-07-08,719.27,86.5,119.07,176.39,10.852
2020-07-09,729.89,85.99,120.92,176.37,10.7626
2020-07-10,750.8,85.22,120.78,175.62,10.7716
2020-07-13,756.78,85.15,119.7,175.43,10.8654
2020-07-14,764.36,84.72,120.63,175.8,10.7718
2020-07-15,772.1,84.17,120.67,176.63,10.736
2020-07-16,767.66,85.88,121.57,175.94,10.6037
2020-07-17,789.94,86.48,122.08,177.27,10.6702
2020-07-20,802.2,85.28,121.26,176.52,10.6371
2020-07-21,803.34,85.19,121.34,176.41,10.8265
2020-07-22,798.46,85.89,121.02,176.51,10.9895
2020-07-23,807.08,85.61,120.81,175.65,10.8189
2020-07-24,818.34,86.22,120.83,176.62,10.8464
2020-07-27,823.0,85.25,121.29,176.11,10.8776
2020-07-28,828.13,85.63,121.6,175.24,10.902
2020-07-29,829.74,85.54,120.21,177.83,10.9539
2020-07-30,833.11,85.95,121.0,177.83,10.9287
2020-07-31,849.25,85.86,119.44,177.64,11.059
2020-08-03,863.19,85.28,122.04,179.97,11.1505
2020-08-04,848.97,85.55,121.23,179.74,11.2102
2020-08-05,850.65,85.87,121.24,181.8,11.14
2020-08-06,839.44,86.35,122.86,181.3,11.2991
2020-08-07,827.15,85.19,122.7,180.86,11.1162
2020-08-10,833.0,84.74,121.31,181.91,11.2571
2020-08-11,825.41,84.52,119.76,183.08,11.3447
2020-08-12,796.74,84.24,120.15,184.69,11.2362
2020-08-13,802.91,83.9,120.7,185.65,11.3018
2020-08-14,814.99,83.92,121.72,185.31,11.6306
2020-08-17,834.38,84.95,122.11,184.33,11.6423
2020-08-18,830.97,86.29,121.63,185.13,11.5648
2020-08-19,845.03,87.2,122.25,185.88,11.5974
2020-08-20,820.62,87.6,124.01,186.6,11.6864
2020-08-21,811.29,84.89,123.15,185.68,11.9429
2020-08-24,816.4,84.32,127.47,185.02,11.9235
2020-08-25,821.1,84.7,127.04,187.19,12.0705
2020-08-26,833.82,83.92,128.64,186.67,12.1081
2020-08-27,843.25,84.76,131.04,187.56,12.2954
2020-08-28,842.8,84.19,132.26,187.6,12.3654
2020-08-31,857.88,84.26,132.72,185.25,12.2269
2020-09-01,864.93,83.87,133.72,186.06,12.3436
2020-09-02,882.29,84.03,135.5,184.62,12.5197
2020-09-03,874.62,82.85,132.24,186.9,12.4988
2020-09-04,877.95,82.56,132.9,186.37,12.1986
2020-09-07,874.03,81.85,132.47,185.49,12.0731
2020-09-08,882.41,80.96,131.68,185.22,12.0858
2020-09-09,880.56,79.68,131.9,185.16,12.1947
2020-09-10,878.4,80.37,132.2,184.59,12.1281
2020-09-11,865.63,79.48,132.9,184.11,12.2829
2020-09-14,869.01,79.97,132.23,185.59,12.2147
2020-09-15,880.42,79.81,133.72,185.8,12.0241
2020-09-16,890.89,80.1,131.17,186.85,12.0948
2020-09-17,861.28,80.03,130.03,186.98,12.0044
2020-09-18,845.95,79.93,128.6,187.85,12.202
2020-09-21,865.74,78.92,128.77,186.95,12.37
2020-09-22,864.25,80.86,128.21,189.14,12.3181
2020-09-23,863.13,81.59,128.9,187.87,12.2339
2020-09-24,874.96,82.28,127.98,185.45,12.2732
2020-09-25,877.26,80.51,129.59,183.57,12.4488
2020-09-28,871.33,79.92,130.53,182.21,12.476
2020-09-29,869.61,79.3,129.93,181.81,12.4643
2020-09-30,888.87,79.36,127.9,184.14,12.6338
2020-10-01,875.4,78.78,126.49,182.44,12.7427
2020-10-02,888.77,79.17,124.68,183.4,12.6488
